path,true_label,confidence
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\KOR\G10060\G10060S2263.wav,KOR,0.9312732815742492
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\ESP\G31502\G31502S1125.wav,ESP,0.9006162285804749
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGCN50\CN50_CS_32NC50FBP_0101_230576_237456.wav,SG,0.9893255233764648
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGCN02\CN02_CS_01NC02FBY_0101_4490156_4495900.wav,SG,0.9530927538871764
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN61\IN61_CS_NI61FBP_0101_1607962_1615432.wav,SG,0.973638653755188
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN49\IN49_CS_NI49MBP_0101_1000495_1005765.wav,SG,0.9371009469032288
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\KOR\G00053\G00053S1038.wav,KOR,0.9271641969680786
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGCN49\CN49_CS_26NC49FBQ_0101_1734192_1739176.wav,SG,0.962013304233551
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\CHN\G00326\G00326S2267.wav,CHN,0.9158095121383668
C:\Users\Haoyu Song\Desktop\selected\seame\MY\MYIU10\IU10_CS_UI10FAZ_0101_126240_135496.wav,MY,0.9926310777664183
C:\Users\Haoyu Song\Desktop\selected\seame\MY\MYIU17\IU17_CS_UI17FAZ_0105_723676_735355.wav,MY,0.9772701859474182
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGCN25\CN25_EN_13NC25MBP_0101_3367496_3372991.wav,SG,0.9987725615501404
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\KOR\G10343\G10343S1187.wav,KOR,0.9518972635269164
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\IND\G01260\G01260S1163.wav,IND,0.9987013339996338
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\CAN\G00265\G00265S1298.wav,CAN,0.9075117111206056
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\KOR\G00022\G00022S1007.wav,KOR,0.984821617603302
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGCN38\CN38_CS_19NC38FBQ_0101_416136_425286.wav,SG,0.9223913550376892
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\ESP\G51624\G51624S2400.wav,ESP,0.955471932888031
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN05\IN05_EN_NI05MBQ_0101_1532901_1535871.wav,SG,0.9883856773376464
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\CAN\G10133\G10133S1146.wav,CAN,0.9736039638519288
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\CAN\G00265\G00265S1106.wav,CAN,0.9581744074821472
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN62\IN62_EN_NI62MBQ_0101_2577370_2579175.wav,SG,0.9960460066795348
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGCN61\CN61_CS_43NC61FBQ_0101_3580991_3584340.wav,SG,0.9686837792396544
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGCN15\CN15_EN_08NC15MBP_0101_1953077_1961620.wav,SG,0.9221063256263732
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGCN50\CN50_CS_31NC50FBX_0101_1229502_1236322.wav,SG,0.9984691739082336
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN23\IN23_EN_NI23FBQ_0101_919300_924900.wav,SG,0.994231641292572
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\IND\G0249\G0249S5388.wav,IND,0.9985780715942384
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\ESP\G11701\G11701S5448.wav,ESP,0.9719865918159484
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN62\IN62_CS_NI62MBQ_0101_1076221_1081261.wav,SG,0.920941948890686
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\GBR\G01137\G01137S1020.wav,GBR,0.9971389770507812
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\IND\G01566\G01566S1085.wav,IND,0.9979914426803588
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN27\IN27_CS_NI27MBQ_0101_273004_279347.wav,SG,0.9792434573173524
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\GBR\G01639\G01639S1260.wav,GBR,0.9987327456474304
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\GBR\G00926\G00926S1229.wav,GBR,0.9994020462036132
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\IND\G01502\G01502S1208.wav,IND,0.9999901056289672
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN16\IN16_CS_NI16FBP_0101_623400_635010.wav,SG,0.9782136082649232
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN13\IN13_CS_NI13MBQ_0101_1341282_1347696.wav,SG,0.9930093288421632
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN14\IN14_EN_NI14MBP_0101_344928_353260.wav,SG,0.9063563346862792
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\GBR\G30173\G30173S1042.wav,GBR,0.9847874045372008
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\PRT\G00512\G00512S1246.wav,PRT,0.987445592880249
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\GBR\G00456\G00456S1132.wav,GBR,0.995618462562561
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\GBR\G00011\G00011S1204.wav,GBR,0.9799924492836
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN27\IN27_CS_NI27MBQ_0101_2537480_2542230.wav,SG,0.9569592475891112
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\KOR\G10157\G10157S1159.wav,KOR,0.9818146824836732
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\USA\G12232\G12232S1259.wav,USA,0.9345237016677856
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN15\IN15_CS_NI15FBQ_0101_2693518_2701493.wav,SG,0.9901968240737916
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGCN60\CN60_CS_42NC60FBQ_0101_900930_904430.wav,SG,0.9922055602073668
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\CAN\G00353\G00353S1027.wav,CAN,0.9405535459518432
C:\Users\Haoyu Song\Desktop\selected\seame\MY\MYIU23\IU23_CS_UI23FAZ_0103_150325_158619.wav,MY,0.9925617575645448
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\GBR\G01847\G01847S1005.wav,GBR,0.998799443244934
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN61\IN61_CS_NI61FBP_0101_2648518_2653858.wav,SG,0.900800347328186
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGCN30\CN30_CS_15NC30MBQ_0101_777822_780206.wav,SG,0.9887861013412476
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGCN51\CN51_EN_28NC51MBP_0101_673527_675877.wav,SG,0.904525637626648
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGCN23\CN23_CS_12NC23FBP_0101_1541947_1547817.wav,SG,0.9979479908943176
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN58\IN58_CS_NI58FBP_0101_1104891_1110803.wav,SG,0.9818767309188844
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\CAN\G00245\G00245S1125.wav,CAN,0.9835293292999268
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\IND\G00862\G00862S1272.wav,IND,0.9156272411346436
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\IND\G01034\G01034S1087.wav,IND,0.9921058416366576
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\KOR\G00053\G00053S1026.wav,KOR,0.98790180683136
C:\Users\Haoyu Song\Desktop\selected\seame\SG\SGIN19\IN19_EN_NI19MBQ_0101_1313952_1323567.wav,SG,0.9400310516357422
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\PRT\G00004\G00004S2266.wav,PRT,0.9583760499954224
C:\Users\Haoyu Song\Desktop\selected\AERSC2020\KOR\G00099\G00099S1154.wav,KOR,0.9873836636543274
